stock_code,weight
601717,0.0392156862745098
688608,0.038431372549019606
688615,0.03764705882352941
688561,0.03686274509803922
688599,0.03607843137254902
688772,0.03529411764705882
688709,0.034509803921568626
603179,0.03372549019607843
688065,0.03294117647058824
603000,0.03215686274509804
600536,0.03137254901960784
002044,0.03058823529411765
002138,0.02980392156862745
688122,0.029019607843137254
603341,0.02823529411764706
600764,0.027450980392156862
688278,0.02666666666666667
600363,0.02588235294117647
601799,0.025098039215686273
000932,0.02431372549019608
601162,0.023529411764705882
002624,0.022745098039215685
000009,0.02196078431372549
300454,0.021176470588235293
002153,0.0203921568627451
001221,0.0196078431372549
300115,0.018823529411764704
688385,0.01803921568627451
000050,0.017254901960784313
000733,0.01647058823529412
688363,0.01568627450980392
688375,0.014901960784313726
601106,0.01411764705882353
600637,0.013333333333333334
601608,0.012549019607843137
300024,0.011764705882352941
601615,0.010980392156862745
600737,0.01019607843137255
688166,0.009411764705882352
688281,0.008627450980392156
688114,0.00784313725490196
002739,0.007058823529411765
000960,0.006274509803921568
603927,0.005490196078431373
002472,0.004705882352941176
300390,0.00392156862745098
600517,0.003137254901960784
600032,0.002352941176470588
003035,0.001568627450980392
300017,0.000784313725490196
