stock_code,weight
688772,0.0392156862745098
688608,0.038431372549019606
002624,0.03764705882352941
300857,0.03686274509803922
688385,0.03607843137254902
601799,0.03529411764705882
600132,0.034509803921568626
688375,0.03372549019607843
688599,0.03294117647058824
002044,0.03215686274509804
688037,0.03137254901960784
002756,0.03058823529411765
600637,0.02980392156862745
002465,0.029019607843137254
688363,0.02823529411764706
603728,0.027450980392156862
603179,0.02666666666666667
000528,0.02588235294117647
300751,0.025098039215686273
002739,0.02431372549019608
000062,0.023529411764705882
000785,0.022745098039215685
688065,0.02196078431372549
000060,0.021176470588235293
688122,0.0203921568627451
688166,0.0196078431372549
688615,0.018823529411764704
301498,0.01803921568627451
300115,0.017254901960784313
300390,0.01647058823529412
002472,0.01568627450980392
688819,0.014901960784313726
300058,0.01411764705882353
002153,0.013333333333333334
600516,0.012549019607843137
300679,0.011764705882352941
603228,0.010980392156862745
688281,0.01019607843137255
600536,0.009411764705882352
600032,0.008627450980392156
603920,0.00784313725490196
603290,0.007058823529411765
688318,0.006274509803921568
688469,0.005490196078431373
688278,0.004705882352941176
000426,0.00392156862745098
301308,0.003137254901960784
000932,0.002352941176470588
688561,0.001568627450980392
601016,0.000784313725490196
