stock_code,weight
600208,0.0392156862745098
688387,0.038431372549019606
002080,0.03764705882352941
605358,0.03686274509803922
301308,0.03607843137254902
603156,0.03529411764705882
002273,0.034509803921568626
002436,0.03372549019607843
688166,0.03294117647058824
002025,0.03215686274509804
688002,0.03137254901960784
300679,0.03058823529411765
688017,0.02980392156862745
688568,0.029019607843137254
300383,0.02823529411764706
601991,0.027450980392156862
600816,0.02666666666666667
688608,0.02588235294117647
688172,0.025098039215686273
000703,0.02431372549019608
600673,0.023529411764705882
300570,0.022745098039215685
603444,0.02196078431372549
688777,0.021176470588235293
601958,0.0203921568627451
603699,0.0196078431372549
300395,0.018823529411764704
601016,0.01803921568627451
000039,0.017254901960784313
002409,0.01647058823529412
002624,0.01568627450980392
002155,0.014901960784313726
000960,0.01411764705882353
600295,0.013333333333333334
603806,0.012549019607843137
600884,0.011764705882352941
600392,0.010980392156862745
603979,0.01019607843137255
002429,0.009411764705882352
688347,0.008627450980392156
600166,0.00784313725490196
688676,0.007058823529411765
000426,0.006274509803921568
002335,0.005490196078431373
688318,0.004705882352941176
600312,0.00392156862745098
601231,0.003137254901960784
600707,0.002352941176470588
300763,0.001568627450980392
603920,0.000784313725490196
